Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFANDROID1-PRV-P-SAMSUSM-G975U-7176-0485DFC5D89D29DD528C547E88F650BCB57F17F54C7C3E6C1C267D4E78C27AE23,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:4879:695f:e8d5:92ba,California,2021-08-30T14:50:23.432Z
RKU-CXXXXDX00100FJXUFN,US,Roku TV CXXXX,TCL Malone DV Smart TV,73.12.140.194,California,2021-08-26T04:16:45.993Z
NFANDROID1-PRV-P-SAMSUSM-G975U-7176-0485DFC5D89D29DD528C547E88F650BCB57F17F54C7C3E6C1C267D4E78C27AE23,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:4879:695f:e8d5:92ba,California,2021-08-23T02:28:59.037Z
NFANDROID1-PRV-P-SAMSUSM-G975U-7176-0485DFC5D89D29DD528C547E88F650BCB57F17F54C7C3E6C1C267D4E78C27AE23,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:4879:695f:e8d5:92ba,California,2021-08-23T02:28:26.750Z
NFANDROID1-PRV-P-SAMSUSM-G975U-7176-0485DFC5D89D29DD528C547E88F650BCB57F17F54C7C3E6C1C267D4E78C27AE23,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:210f:2896:5fe0:5f59,California,2021-08-07T20:29:28.519Z
NFAPPL-04-APPLETV5=3-DF122301E3EADD68D5D342E6F8A18883DA02198533F547406801D2EFB79362DA,US,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,2601:645:501:d040:805e:898e:d604:9002,California,2021-08-05T03:53:59.418Z
LGTV2016D=D1001662193,US,LG 2016 MStar M2 Low DTV Smart TV,LG 2016 MStar M2 Low DTV Smart TV,73.222.123.196,California,2021-08-01T05:22:07.355Z
LGTV2016D=D1001662193,US,LG 2016 MStar M2 Low DTV Smart TV,LG 2016 MStar M2 Low DTV Smart TV,67.188.97.28,California,2021-07-27T04:52:44.946Z
NFANDROID2-PRV-FIRETVSTICK2020-AMAZOAFTSS-17689-07E83E675F47DE5C0216BFBCB10F3768627749358051EA627D012F186CFBF7DD,US,Amazon Fire TV Stick 2020 Lite Streaming Stick,Amazon Fire TV Stick 2020 Lite Streaming Stick,73.12.140.194,California,2021-07-22T03:19:20.427Z
CMCSTX1005-000D010D033E31C4-E03717DA5415,US,Comcast X1 ARM 4K MVPD STB,Comcast X1 ARM 4K MVPD STB,73.12.140.194,California,2021-07-22T03:13:17.797Z
NFANDROID1-PRV-P-SAMSUSM-G975U-7176-0485DFC5D89D29DD528C547E88F650BCB57F17F54C7C3E6C1C267D4E78C27AE23,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:4c18:f546:11f1:ce8f,California,2021-06-20T13:59:26.469Z
NFANDROID1-PRV-P-SAMSUSM-G975U-7176-0485DFC5D89D29DD528C547E88F650BCB57F17F54C7C3E6C1C267D4E78C27AE23,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:4c18:f546:11f1:ce8f,California,2021-06-20T13:59:21.836Z
NFAPPL-04-APPLETV5=3-DF122301E3EADD68D5D342E6F8A18883DA02198533F547406801D2EFB79362DA,US,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,67.188.97.28,California,2021-05-20T14:28:11.782Z
NFAPPL-04-APPLETV5=3-DF122301E3EADD68D5D342E6F8A18883DA02198533F547406801D2EFB79362DA,US,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,67.188.97.28,California,2021-04-27T05:21:38.366Z
NFAPPL-04-APPLETV5=3-DF122301E3EADD68D5D342E6F8A18883DA02198533F547406801D2EFB79362DA,US,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,2601:645:501:d040:54aa:cd95:859:2cf5,California,2021-04-27T03:34:41.458Z
NFAPPL-04-APPLETV5=3-DF122301E3EADD68D5D342E6F8A18883DA02198533F547406801D2EFB79362DA,US,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,67.188.97.28,California,2021-04-26T02:47:13.085Z
NFAPPL-04-APPLETV5=3-DF122301E3EADD68D5D342E6F8A18883DA02198533F547406801D2EFB79362DA,US,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,67.188.97.28,California,2021-04-14T00:34:25.805Z
NFAPPL-04-APPLETV5=3-DF122301E3EADD68D5D342E6F8A18883DA02198533F547406801D2EFB79362DA,US,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,2601:645:501:d040:b956:28d8:80c9:251f,California,2021-04-12T02:41:07.074Z
NFAPPL-04-APPLETV5=3-DF122301E3EADD68D5D342E6F8A18883DA02198533F547406801D2EFB79362DA,US,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,67.188.97.28,California,2021-04-05T03:40:01.579Z
NFAPPL-04-APPLETV5=3-DF122301E3EADD68D5D342E6F8A18883DA02198533F547406801D2EFB79362DA,US,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,67.188.97.28,California,2021-03-19T03:29:24.704Z
NFAPPL-02-IPHONE11=2-4B59823EADF2B512F18C4F2D672C9EE9D6D2F1F6A158CB1B22BD7F1071017E02,US,Apple iPhone XS,Apple iPhone XS,2607:fb90:46a:5c74:f981:66f4:ae82:14a4,California,2021-03-19T01:48:14.640Z
NFAPPL-04-APPLETV5=3-DF122301E3EADD68D5D342E6F8A18883DA02198533F547406801D2EFB79362DA,US,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,2601:645:501:d040:75d7:fa4c:801f:c0d1,California,2021-03-18T21:17:33.079Z
NFAPPL-04-APPLETV5=3-DF122301E3EADD68D5D342E6F8A18883DA02198533F547406801D2EFB79362DA,US,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,2601:645:501:d040:edd2:e5b6:aca3:9e8b,California,2021-03-13T03:45:00.465Z
NFAPPL-02-IPHONE11=2-4B59823EADF2B512F18C4F2D672C9EE9D6D2F1F6A158CB1B22BD7F1071017E02,US,Apple iPhone XS,Apple iPhone XS,2601:204:e000:feb0:6ddd:a67f:654:cbb,California,2021-02-22T03:11:27.335Z
NFANDROID2-PRV-FIRETVSTICK2020-AMAZOAFTSS-17689-07E83E675F47DE5C0216BFBCB10F3768627749358051EA627D012F186CFBF7DD,US,Amazon Fire TV Stick 2020 Lite Streaming Stick,Amazon Fire TV Stick 2020 Lite Streaming Stick,73.12.140.194,California,2021-02-17T04:08:05.675Z
