Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,98.208.90.24,California,2022-06-23T01:35:13.088Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:9482:c13d:6543:7db9,California,2022-06-20T22:07:23.106Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,98.208.90.24,California,2022-06-20T21:21:43.319Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:9482:c13d:6543:7db9,California,2022-06-20T17:02:00.300Z
RKU-CXXXXDX00100FJXUFN,US,Roku TV CXXXX,TCL Malone DV Smart TV,98.208.90.24,California,2022-06-19T05:54:23.421Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:9482:c13d:6543:7db9,California,2022-06-17T03:56:50.911Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,98.208.90.24,California,2022-06-17T03:13:25.065Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:9482:c13d:6543:7db9,California,2022-06-15T03:15:24.271Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,98.208.90.24,California,2022-06-15T02:13:40.064Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,71.195.176.75,California,2022-06-14T08:53:10.855Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,2601:204:e000:feb0:c98d:1b39:da6b:511f,California,2022-06-14T08:09:23.233Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,71.195.176.75,California,2022-06-14T06:32:25.313Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:9482:c13d:6543:7db9,California,2022-06-12T23:27:15.443Z
NFANDROID1-PRV-P-SAMSUSM-G998U-19970-0C351C3108B958B7045437F5D2FC5BCA6335D926CA8F7A6575D86768990FA1323,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:5d5e:3d84:ad6f:7c33,California,2022-06-12T00:07:27.161Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:9482:c13d:6543:7db9,California,2022-06-11T19:58:39.068Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,98.208.90.24,California,2022-06-11T18:07:31.045Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,98.208.90.24,California,2022-06-08T01:46:16.805Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:81eb:c3f0:b303:12a7,California,2022-06-06T07:55:05.692Z
NFANDROID1-PRV-P-SAMSUSM-G998U-19970-0C351C3108B958B7045437F5D2FC5BCA6335D926CA8F7A6575D86768990FA1323,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:5d5e:3d84:ad6f:7c33,California,2022-06-06T02:12:16.836Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:81eb:c3f0:b303:12a7,California,2022-06-04T01:48:17.033Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,73.92.63.226,California,2022-06-04T00:35:38.777Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,98.208.90.24,California,2022-06-03T05:52:20.086Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:81eb:c3f0:b303:12a7,California,2022-06-03T05:51:42.691Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,98.208.90.24,California,2022-06-03T05:23:49.056Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:81eb:c3f0:b303:12a7,California,2022-06-03T05:23:46.922Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,98.208.90.24,California,2022-06-03T05:23:39.397Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,98.208.90.24,California,2022-05-30T16:10:26.097Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:a565:d7b5:e1b0:c9d0,California,2022-05-27T01:14:23.063Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:a565:d7b5:e1b0:c9d0,California,2022-05-26T03:20:48.063Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:14da:6eb:29a2:c96e,California,2022-05-18T20:02:15.520Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:14da:6eb:29a2:c96e,California,2022-05-18T03:37:07.189Z
NFUWA-001-06FD9306A7B5DB36C8355F99A962E7AF1277B02EAF7D2379A5916A53A388B7A0,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,98.208.90.24,California,2022-05-05T23:27:54.311Z
NFANDROID1-PRV-P-SAMSUSM-G998U-19970-0C351C3108B958B7045437F5D2FC5BCA6335D926CA8F7A6575D86768990FA1323,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:3561:e6c:7c9b:e73a,California,2022-05-04T23:51:46.152Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,73.92.63.226,California,2022-05-03T03:54:36.028Z
NFANDROID1-PRV-P-SAMSUSM-G998U-19970-0C351C3108B958B7045437F5D2FC5BCA6335D926CA8F7A6575D86768990FA1323,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:3561:e6c:7c9b:e73a,California,2022-04-19T14:09:07.202Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,2601:649:102:3270:d817:f8e9:75ac:a6fc,California,2022-04-17T16:49:24.434Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,73.92.63.226,California,2022-04-17T15:52:27.050Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,2601:649:102:3270:d817:f8e9:75ac:a6fc,California,2022-04-17T07:24:41.426Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,2601:649:102:3270:88a0:b11e:889a:e3b8,California,2022-04-17T04:53:59.137Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,73.92.63.226,California,2022-04-17T04:46:00.666Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,2601:649:102:3270:88a0:b11e:889a:e3b8,California,2022-04-17T04:45:33.551Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,73.92.63.226,California,2022-04-17T04:45:21.828Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,98.208.90.24,California,2022-04-16T05:24:17.047Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:b47a:aba5:a493:7435,California,2022-04-16T03:22:38.734Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,2601:649:102:3270:8550:2384:b8cf:1606,California,2022-04-16T02:07:44.778Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,73.92.63.226,California,2022-04-16T02:03:47.307Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,2601:649:102:3270:8550:2384:b8cf:1606,California,2022-04-15T07:00:37.379Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,2601:649:102:3270:8d5a:8eb0:2181:54d1,California,2022-04-15T05:38:14.158Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,73.92.63.226,California,2022-04-15T05:14:00.162Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,2601:649:102:3270:8d5a:8eb0:2181:54d1,California,2022-04-15T05:13:40.051Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,98.208.90.24,California,2022-04-15T04:41:31.255Z
NFUWA-001-06FD9306A7B5DB36C8355F99A962E7AF1277B02EAF7D2379A5916A53A388B7A0,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2601:204:e080:9680:a819:59b:c7b8:ea0,California,2022-04-14T16:07:38.971Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:e814:cac1:e837:c6ae,California,2022-04-09T05:11:30.421Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:ad4e:26b8:650c:f632,California,2022-04-09T05:11:28.219Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:e814:cac1:e837:c6ae,California,2022-04-09T05:11:24.881Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:ad4e:26b8:650c:f632,California,2022-04-09T05:11:19.851Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:e814:cac1:e837:c6ae,California,2022-04-09T05:11:14.461Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:ad4e:26b8:650c:f632,California,2022-04-09T05:11:09.291Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:e814:cac1:e837:c6ae,California,2022-04-09T05:11:06.523Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:ad4e:26b8:650c:f632,California,2022-04-09T05:10:51.002Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:e814:cac1:e837:c6ae,California,2022-04-09T05:10:49.169Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:ad4e:26b8:650c:f632,California,2022-04-09T05:10:24.281Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:e814:cac1:e837:c6ae,California,2022-04-09T05:10:21.112Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:ad4e:26b8:650c:f632,California,2022-04-09T03:01:51.018Z
NFUWA-001-06FD9306A7B5DB36C8355F99A962E7AF1277B02EAF7D2379A5916A53A388B7A0,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,98.208.90.24,California,2022-04-08T16:27:20.095Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:ad4e:26b8:650c:f632,California,2022-04-08T01:51:44.151Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,98.208.90.24,California,2022-04-07T20:25:12.050Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:ad4e:26b8:650c:f632,California,2022-04-07T20:25:05.970Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:5cb8:7681:f6af:707e,California,2022-04-06T04:14:07.981Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,98.208.90.24,California,2022-04-06T03:30:25.624Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:5cb8:7681:f6af:707e,California,2022-04-06T03:30:23.228Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,98.208.90.24,California,2022-04-06T03:28:58.868Z
NFANDROID1-PRV-P-SAMSUSM-G998U-19970-0C351C3108B958B7045437F5D2FC5BCA6335D926CA8F7A6575D86768990FA1323,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:e8da:77c:264a:fba,California,2022-04-05T22:43:55.880Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:21b1:b90c:d940:e35,California,2022-03-29T05:08:30.049Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,98.208.90.24,California,2022-03-29T03:22:56.054Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:21b1:b90c:d940:e35,California,2022-03-28T20:50:29.047Z
NFANDROID1-PRV-P-SAMSUSM-G998U-19970-0C351C3108B958B7045437F5D2FC5BCA6335D926CA8F7A6575D86768990FA1323,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:e8da:77c:264a:fba,California,2022-03-28T14:05:57.241Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,98.208.90.24,California,2022-03-28T04:32:59.158Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:21b1:b90c:d940:e35,California,2022-03-28T04:32:47.796Z
